,Player,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Starter,game_id,TEAM
11,School Totals,200,27,55,.491,22,39,.564,5,16,.313,10,14,.714,8,30,38,16,3,1,17,20,69,False,1404,Michigan State
11,School Totals,200,24,54,.444,17,34,.500,7,20,.350,25,34,.735,11,25,36,19,4,8,10,19,80,False,1405,Michigan State
13,School Totals,200,34,67,.507,26,42,.619,8,25,.320,1,6,.167,14,33,47,28,7,8,12,15,77,False,1406,Michigan State
10,School Totals,200,22,47,.468,12,22,.545,10,25,.400,17,30,.567,8,25,33,19,3,6,12,22,71,False,1407,Michigan State
13,School Totals,200,26,54,.481,21,38,.553,5,16,.313,16,26,.615,8,22,30,17,7,7,14,21,73,False,1408,Michigan State
11,School Totals,200,23,48,.479,16,32,.500,7,16,.438,24,37,.649,12,24,36,15,11,7,17,25,77,False,1409,Michigan State
11,School Totals,225,30,66,.455,25,48,.521,5,18,.278,10,22,.455,7,28,35,17,9,7,11,31,75,False,1410,Michigan State
11,School Totals,200,21,49,.429,17,32,.531,4,17,.235,15,22,.682,10,30,40,14,5,4,12,18,61,False,1411,Michigan State
14,School Totals,200,33,57,.579,22,35,.629,11,22,.500,16,22,.727,7,26,33,26,6,10,10,22,93,False,1412,Michigan State
12,School Totals,200,23,56,.411,16,33,.485,7,23,.304,10,14,.714,2,23,25,11,7,6,17,26,63,False,1413,Michigan State
14,School Totals,200,23,54,.426,18,40,.450,5,14,.357,14,17,.824,9,29,38,15,6,7,13,14,65,False,1414,Michigan State
12,School Totals,200,25,50,.500,16,31,.516,9,19,.474,8,14,.571,5,23,28,17,3,1,15,19,67,False,1415,Michigan State
11,School Totals,200,24,54,.444,16,36,.444,8,18,.444,19,25,.760,12,18,30,11,2,2,12,20,75,False,255,Michigan State
11,School Totals,200,27,52,.519,16,28,.571,11,24,.458,8,14,.571,4,19,23,20,6,6,13,22,73,False,1416,Michigan State
12,School Totals,200,24,46,.522,19,35,.543,5,11,.455,17,23,.739,8,22,30,13,8,4,11,18,70,False,1032,Michigan State
12,School Totals,200,29,52,.558,18,35,.514,11,17,.647,3,6,.500,5,21,26,14,4,4,14,22,72,False,1417,Michigan State
13,School Totals,200,23,48,.479,18,32,.563,5,16,.313,6,9,.667,6,18,24,10,3,0,17,19,57,False,1034,Michigan State
12,School Totals,200,29,60,.483,20,34,.588,9,26,.346,10,14,.714,13,31,44,24,5,5,18,19,77,False,1418,Michigan State
12,School Totals,200,25,52,.481,15,27,.556,10,25,.400,14,21,.667,8,28,36,20,5,4,15,19,74,False,1419,Michigan State
14,School Totals,200,25,59,.424,16,32,.500,9,27,.333,4,10,.400,8,24,32,16,4,2,15,23,63,False,1420,Michigan State
12,School Totals,200,29,62,.468,25,47,.532,4,15,.267,26,35,.743,11,29,40,18,7,6,9,21,88,False,1421,Michigan State
10,School Totals,200,28,60,.467,21,43,.488,7,17,.412,21,23,.913,10,31,41,18,2,1,11,22,84,False,1422,Michigan State
10,School Totals,200,25,52,.481,17,31,.548,8,21,.381,12,15,.800,6,26,32,9,1,4,15,17,70,False,1423,Michigan State
11,School Totals,200,22,60,.367,14,39,.359,8,21,.381,8,11,.727,11,25,36,13,2,4,7,19,60,False,658,Michigan State
13,School Totals,200,28,57,.491,18,35,.514,10,22,.455,12,18,.667,10,33,43,19,4,8,11,21,78,False,1424,Michigan State
10,School Totals,200,19,58,.328,13,28,.464,6,30,.200,14,20,.700,17,20,37,10,4,3,11,19,58,False,1425,Michigan State
13,School Totals,200,30,53,.566,24,33,.727,6,20,.300,12,14,.857,9,25,34,18,1,3,12,18,78,False,1426,Michigan State
11,School Totals,200,25,57,.439,17,34,.500,8,23,.348,12,17,.706,4,20,24,13,3,1,10,14,70,False,1427,Michigan State
13,School Totals,200,35,61,.574,32,49,.653,3,12,.250,25,32,.781,13,32,45,22,12,10,21,21,98,False,1428,Michigan State
12,School Totals,200,31,61,.508,22,36,.611,9,25,.360,10,18,.556,8,22,30,25,1,12,17,21,81,False,1429,Michigan State
12,School Totals,200,33,57,.579,28,42,.667,5,15,.333,22,27,.815,11,29,40,20,5,7,14,20,93,False,1430,Michigan State
11,School Totals,200,25,53,.472,15,30,.500,10,23,.435,13,17,.765,8,29,37,17,5,1,14,26,73,False,1431,Michigan State
11,School Totals,200,32,66,.485,24,48,.500,8,18,.444,5,10,.500,11,27,38,12,3,4,8,16,77,False,1432,Michigan State
12,School Totals,200,22,55,.400,12,29,.414,10,26,.385,9,13,.692,10,34,44,16,7,7,22,23,63,False,1433,Michigan State
12,School Totals,200,31,60,.517,22,39,.564,9,21,.429,10,14,.714,13,26,39,21,4,6,13,14,81,False,1434,Michigan State
13,School Totals,200,27,57,.474,22,38,.579,5,19,.263,27,36,.750,11,34,45,16,1,11,6,16,86,False,1435,Michigan State
12,School Totals,200,22,57,.386,14,36,.389,8,21,.381,10,16,.625,12,28,40,15,4,13,14,17,62,False,1436,Michigan State
13,School Totals,200,28,59,.475,19,40,.475,9,19,.474,23,31,.742,14,34,48,24,6,12,11,12,88,False,1437,Michigan State
13,School Totals,200,31,60,.517,22,37,.595,9,23,.391,15,23,.652,14,29,43,18,7,6,17,16,86,False,1438,Michigan State
13,School Totals,200,36,56,.643,26,36,.722,10,20,.500,25,33,.758,10,32,42,30,4,16,14,22,107,False,1439,Michigan State
13,School Totals,200,39,64,.609,26,35,.743,13,29,.448,11,13,.846,12,23,35,28,9,10,11,15,102,False,1440,Michigan State
12,School Totals,200,41,63,.651,26,37,.703,15,26,.577,14,18,.778,15,32,47,29,1,4,11,18,111,False,1441,Michigan State
12,School Totals,200,44,70,.629,36,48,.750,8,22,.364,12,22,.545,14,43,57,35,6,7,17,14,108,False,1442,Michigan State
13,School Totals,200,32,56,.571,16,28,.571,16,28,.571,11,15,.733,7,26,33,30,4,9,7,17,91,False,677,Michigan State
11,School Totals,200,23,59,.390,16,34,.471,7,25,.280,11,13,.846,9,24,33,13,3,1,11,17,64,False,1443,Michigan State
11,School Totals,225,21,51,.412,12,32,.375,9,19,.474,25,34,.735,7,29,36,19,3,8,13,19,76,False,1444,Michigan State
11,School Totals,200,21,46,.457,18,33,.545,3,13,.231,27,32,.844,8,24,32,13,3,8,17,26,72,False,1065,Michigan State
13,School Totals,200,32,59,.542,22,39,.564,10,20,.500,11,17,.647,11,33,44,23,2,7,13,14,85,False,288,Michigan State
11,School Totals,200,30,44,.682,26,35,.743,4,9,.444,23,28,.821,9,28,37,15,5,9,25,18,87,False,1445,Michigan State
13,School Totals,200,27,54,.500,19,35,.543,8,19,.421,14,16,.875,9,25,34,19,2,9,12,19,76,False,1446,Michigan State
11,School Totals,200,25,63,.397,20,42,.476,5,21,.238,19,23,.826,16,24,40,11,6,7,9,19,74,False,682,Michigan State
11,School Totals,200,24,48,.500,16,31,.516,8,17,.471,20,25,.800,4,34,38,18,5,7,15,14,76,False,1447,Michigan State
12,School Totals,200,23,47,.489,14,29,.483,9,18,.500,8,17,.471,3,23,26,15,3,13,11,24,63,False,293,Michigan State
11,School Totals,200,32,57,.561,24,40,.600,8,17,.471,24,29,.828,6,25,31,20,3,4,10,19,96,False,1448,Michigan State
12,School Totals,200,29,60,.483,23,42,.548,6,18,.333,4,6,.667,6,31,37,21,2,4,6,14,68,False,1449,Michigan State
13,School Totals,200,32,60,.533,18,38,.474,14,22,.636,9,14,.643,12,34,46,27,3,4,13,14,87,False,1450,Michigan State
12,School Totals,200,20,46,.435,12,28,.429,8,18,.444,17,21,.810,6,25,31,16,3,0,11,16,65,False,1451,Michigan State
13,School Totals,200,24,51,.471,13,24,.542,11,27,.407,22,26,.846,7,33,40,20,2,11,8,20,81,False,1452,Michigan State
11,School Totals,200,23,53,.434,15,33,.455,8,20,.400,14,18,.778,13,25,38,10,4,8,12,18,68,False,1453,Michigan State
11,School Totals,200,24,56,.429,19,40,.475,5,16,.313,10,11,.909,11,25,36,10,3,7,10,14,63,False,1454,Michigan State
11,School Totals,200,24,63,.381,17,38,.447,7,25,.280,9,10,.900,9,23,32,10,4,1,8,23,64,False,1078,Michigan State
12,School Totals,200,31,58,.534,26,41,.634,5,17,.294,15,22,.682,10,26,36,21,4,6,9,22,82,False,1455,Michigan State
11,School Totals,200,17,66,.258,9,29,.310,8,37,.216,11,16,.688,26,18,44,11,4,2,14,22,53,False,1456,Michigan State
12,School Totals,202,26,59,.441,14,36,.389,12,23,.522,23,35,.657,5,32,37,19,5,7,18,25,87,False,1457,Michigan State
15,School Totals,200,41,77,.532,33,54,.611,8,23,.348,16,23,.696,19,29,48,33,10,6,15,22,106,False,1458,Michigan State
16,School Totals,200,28,70,.400,22,41,.537,6,29,.207,18,22,.818,15,33,48,13,7,7,7,18,80,False,1459,Michigan State
16,School Totals,200,37,67,.552,23,34,.676,14,33,.424,13,18,.722,11,27,38,25,8,5,8,12,101,False,1460,Michigan State
13,School Totals,200,32,62,.516,19,38,.500,13,24,.542,10,18,.556,8,28,36,20,1,5,12,23,87,False,1461,Michigan State
12,School Totals,200,26,51,.510,14,31,.452,12,20,.600,14,18,.778,10,27,37,17,4,3,22,18,78,False,1462,Michigan State
12,School Totals,225,28,59,.475,20,39,.513,8,20,.400,14,23,.609,9,36,45,14,5,3,16,29,78,False,1463,Michigan State
10,School Totals,200,27,58,.466,22,42,.524,5,16,.313,19,25,.760,12,25,37,11,5,3,7,16,78,False,1464,Michigan State
15,School Totals,200,31,60,.517,28,48,.583,3,12,.250,25,32,.781,13,26,39,28,7,6,8,25,90,False,1465,Michigan State
9,School Totals,200,26,51,.510,22,36,.611,4,15,.267,7,8,.875,8,24,32,14,5,3,13,11,63,False,1466,Michigan State
17,School Totals,200,38,75,.507,27,47,.574,11,28,.393,17,26,.654,14,39,53,31,7,12,14,20,104,False,1467,Michigan State
17,School Totals,200,38,65,.585,25,35,.714,13,30,.433,10,12,.833,7,30,37,27,7,6,7,14,99,False,1468,Michigan State
17,School Totals,200,29,57,.509,15,28,.536,14,29,.483,16,23,.696,8,35,43,25,2,7,14,13,88,False,1469,Michigan State
16,School Totals,200,34,58,.586,29,46,.630,5,12,.417,8,15,.533,8,38,46,28,4,7,13,18,81,False,1470,Michigan State
10,School Totals,200,25,46,.543,19,28,.679,6,18,.333,30,37,.811,6,30,36,14,4,4,12,20,86,False,1471,Michigan State
13,School Totals,200,26,58,.448,17,31,.548,9,27,.333,16,19,.842,14,26,40,20,5,7,13,22,77,False,1472,Michigan State
11,School Totals,200,25,51,.490,17,31,.548,8,20,.400,13,19,.684,9,27,36,19,5,5,17,15,71,False,1473,Michigan State
11,School Totals,200,24,55,.436,18,35,.514,6,20,.300,16,18,.889,10,32,42,13,5,4,14,19,70,False,1474,Michigan State
12,School Totals,200,28,61,.459,22,35,.629,6,26,.231,7,11,.636,11,25,36,21,9,9,8,12,69,False,710,Michigan State
15,School Totals,200,27,51,.529,19,32,.594,8,19,.421,20,21,.952,11,30,41,16,3,2,16,13,82,False,1475,Michigan State
10,School Totals,200,22,56,.393,13,30,.433,9,26,.346,10,15,.667,9,23,32,12,8,9,12,16,63,False,1476,Michigan State
10,School Totals,225,29,64,.453,20,43,.465,9,21,.429,8,22,.364,12,23,35,23,7,14,10,19,75,False,322,Michigan State
10,School Totals,200,22,43,.512,15,24,.625,7,19,.368,23,25,.920,7,21,28,15,6,1,24,18,74,False,1477,Michigan State
16,School Totals,200,31,60,.517,25,45,.556,6,15,.400,11,16,.688,10,27,37,27,6,2,8,18,79,False,1478,Michigan State
9,School Totals,200,25,57,.439,16,35,.457,9,22,.409,8,11,.727,8,30,38,11,5,7,13,12,67,False,1479,Michigan State
14,School Totals,200,21,55,.382,11,29,.379,10,26,.385,10,12,.833,7,30,37,17,7,8,10,15,62,False,1480,Michigan State
11,School Totals,200,22,55,.400,15,35,.429,7,20,.350,20,22,.909,14,28,42,14,4,1,14,14,71,False,1481,Michigan State
9,School Totals,200,24,48,.500,19,28,.679,5,20,.250,24,30,.800,7,24,31,15,5,3,6,16,77,False,1110,Michigan State
9,School Totals,200,26,48,.542,20,33,.606,6,15,.400,4,5,.800,5,25,30,16,2,5,14,11,62,False,329,Michigan State
14,School Totals,200,32,60,.533,20,36,.556,12,24,.500,15,17,.882,10,28,38,22,3,4,10,17,91,False,1482,Michigan State
11,School Totals,200,23,49,.469,17,27,.630,6,22,.273,23,30,.767,10,32,42,12,3,8,13,12,75,False,1112,Michigan State
12,School Totals,200,26,50,.520,19,33,.576,7,17,.412,18,21,.857,5,19,24,20,8,3,11,16,77,False,1483,Michigan State
11,School Totals,200,23,53,.434,14,32,.438,9,21,.429,12,15,.800,6,36,42,18,4,4,14,16,67,False,1484,Michigan State
10,School Totals,200,22,55,.400,13,32,.406,9,23,.391,12,16,.750,9,24,33,14,2,6,9,10,65,False,1115,Michigan State
13,School Totals,200,23,54,.426,18,35,.514,5,19,.263,25,26,.962,8,28,36,9,3,5,9,18,76,False,1485,Michigan State
13,School Totals,200,28,49,.571,22,34,.647,6,15,.400,8,11,.727,10,30,40,16,4,3,20,18,70,False,1486,Michigan State
9,School Totals,200,31,66,.470,18,34,.529,13,32,.406,5,8,.625,12,24,36,22,4,6,6,10,80,False,1487,Michigan State
8,School Totals,200,30,70,.429,24,51,.471,6,19,.316,2,6,.333,11,19,30,18,11,3,6,11,68,False,1488,Michigan State
10,School Totals,200,15,47,.319,8,23,.348,7,24,.292,14,18,.778,7,25,32,6,1,2,10,15,51,False,1489,Michigan State
13,School Totals,200,22,56,.393,17,30,.567,5,26,.192,13,18,.722,7,23,30,14,4,2,15,22,62,False,1490,Michigan State
17,School Totals,200,38,74,.514,31,49,.633,7,25,.280,17,20,.850,11,26,37,25,7,7,4,13,100,False,1491,Michigan State
12,School Totals,200,27,65,.415,15,38,.395,12,27,.444,10,17,.588,12,25,37,15,11,3,14,14,76,False,1492,Michigan State
16,School Totals,200,36,64,.563,32,47,.681,4,17,.235,18,25,.720,15,39,54,31,6,8,12,13,94,False,1493,Michigan State
12,School Totals,200,24,59,.407,16,36,.444,8,23,.348,10,14,.714,13,26,39,13,3,2,16,20,66,False,1494,Michigan State
12,School Totals,200,32,63,.508,24,46,.522,8,17,.471,21,27,.778,7,27,34,20,6,2,12,15,93,False,1495,Michigan State
17,School Totals,200,23,50,.460,15,31,.484,8,19,.421,21,25,.840,9,21,30,11,3,9,6,19,75,False,1496,Michigan State
13,School Totals,200,28,62,.452,24,46,.522,4,16,.250,15,23,.652,10,21,31,21,7,6,14,15,75,False,1497,Michigan State
10,School Totals,200,24,55,.436,17,34,.500,7,21,.333,22,27,.815,5,28,33,17,8,3,11,16,77,False,1498,Michigan State
16,School Totals,200,26,58,.448,19,25,.760,7,33,.212,13,18,.722,10,39,49,21,2,5,17,14,72,False,1499,Michigan State
11,School Totals,200,28,61,.459,19,40,.475,9,21,.429,12,14,.857,9,32,41,17,3,3,16,12,77,False,1500,Michigan State
16,School Totals,200,32,59,.542,17,29,.586,15,30,.500,22,31,.710,10,40,50,27,5,9,16,25,101,False,1501,Michigan State
15,School Totals,200,32,65,.492,22,38,.579,10,27,.370,21,26,.808,16,29,45,28,3,3,8,12,95,False,1502,Michigan State
17,School Totals,200,26,60,.433,19,38,.500,7,22,.318,17,24,.708,10,36,46,20,2,9,10,19,76,False,1503,Michigan State
13,School Totals,200,28,53,.528,21,38,.553,7,15,.467,24,33,.727,8,33,41,16,3,12,13,18,87,False,1132,Michigan State
11,School Totals,200,28,65,.431,22,45,.489,6,20,.300,12,16,.750,17,28,45,20,8,6,12,12,74,False,1504,Michigan State
15,School Totals,200,18,51,.353,16,35,.457,2,16,.125,4,6,.667,10,20,30,7,4,6,18,17,42,False,1505,Michigan State
11,School Totals,200,27,58,.466,21,42,.500,6,16,.375,7,10,.700,9,30,39,20,4,2,11,13,67,False,1506,Michigan State
11,School Totals,200,22,49,.449,13,28,.464,9,21,.429,10,14,.714,5,24,29,13,4,6,11,17,63,False,354,Michigan State
14,School Totals,200,26,55,.473,19,38,.500,7,17,.412,11,13,.846,7,29,36,18,6,3,9,19,70,False,1507,Michigan State
15,School Totals,200,27,63,.429,15,33,.455,12,30,.400,13,14,.929,11,23,34,21,9,7,11,13,79,False,1508,Michigan State
12,School Totals,200,25,63,.397,15,38,.395,10,25,.400,3,4,.750,7,28,35,14,5,3,12,16,63,False,1509,Michigan State
11,School Totals,200,26,55,.473,19,32,.594,7,23,.304,11,13,.846,7,29,36,16,5,9,15,20,70,False,1510,Michigan State
11,School Totals,200,21,63,.333,15,40,.375,6,23,.261,20,24,.833,11,28,39,10,7,4,7,18,68,False,1141,Michigan State
12,School Totals,200,28,57,.491,21,39,.538,7,18,.389,7,14,.500,5,24,29,10,7,3,16,24,70,False,1511,Michigan State
12,School Totals,200,23,55,.418,19,36,.528,4,19,.211,10,14,.714,7,26,33,13,4,4,8,15,60,False,747,Michigan State
15,School Totals,200,32,62,.516,19,35,.543,13,27,.481,9,14,.643,13,34,47,20,5,2,20,15,86,False,1512,Michigan State
12,School Totals,200,27,54,.500,20,34,.588,7,20,.350,17,23,.739,6,25,31,19,6,4,11,18,78,False,1513,Michigan State
12,School Totals,200,28,59,.475,16,31,.516,12,28,.429,10,12,.833,10,25,35,20,4,3,11,23,78,False,751,Michigan State
11,School Totals,200,32,60,.533,27,41,.659,5,19,.263,10,14,.714,10,30,40,13,1,5,8,19,79,False,1514,Michigan State
15,School Totals,200,29,60,.483,21,34,.618,8,26,.308,14,18,.778,9,25,34,19,7,6,8,17,80,False,1515,Michigan State
16,School Totals,200,30,55,.545,18,27,.667,12,28,.429,11,16,.688,5,26,31,27,2,5,17,15,83,False,1516,Michigan State
16,School Totals,200,30,70,.429,23,48,.479,7,22,.318,13,16,.813,11,35,46,26,9,12,12,21,80,False,1517,Michigan State
11,School Totals,200,27,63,.429,22,43,.512,5,20,.250,16,25,.640,12,34,46,9,6,3,15,22,75,False,1518,Michigan State
12,School Totals,200,29,60,.483,23,42,.548,6,18,.333,19,23,.826,10,26,36,16,5,7,17,16,83,False,1519,Michigan State
15,School Totals,200,32,63,.508,22,37,.595,10,26,.385,5,7,.714,6,27,33,28,4,6,11,14,79,False,1520,Michigan State
16,School Totals,200,39,76,.513,24,39,.615,15,37,.405,16,17,.941,16,30,46,32,4,3,16,20,109,False,1521,Michigan State
14,School Totals,200,26,67,.388,18,36,.500,8,31,.258,5,10,.500,11,22,33,19,7,1,8,16,65,False,1522,Michigan State
11,School Totals,200,27,57,.474,19,46,.413,8,11,.727,14,16,.875,9,20,29,23,2,0,14,26,76,False,1523,Michigan State
14,School Totals,200,18,70,.257,12,45,.267,6,25,.240,14,18,.778,11,23,34,10,4,2,6,15,56,False,1524,Michigan State
13,School Totals,200,29,56,.518,22,33,.667,7,23,.304,19,26,.731,9,19,28,12,6,5,12,21,84,False,1525,Michigan State
15,School Totals,200,23,49,.469,17,35,.486,6,14,.429,16,19,.842,8,35,43,16,5,8,15,15,68,False,1526,Michigan State
13,School Totals,200,16,41,.390,13,28,.464,3,13,.231,19,25,.760,6,24,30,12,4,9,14,22,54,False,1527,Michigan State
14,School Totals,200,16,56,.286,12,36,.333,4,20,.200,1,5,.200,10,19,29,8,4,4,19,15,37,False,1528,Michigan State
12,School Totals,200,17,53,.321,12,29,.414,5,24,.208,23,31,.742,6,27,33,11,2,2,10,24,62,False,1529,Michigan State
12,School Totals,200,28,70,.400,16,41,.390,12,29,.414,10,15,.667,19,18,37,16,3,4,8,28,78,False,1530,Michigan State
14,School Totals,200,23,59,.390,17,36,.472,6,23,.261,14,16,.875,8,35,43,16,7,7,20,24,66,False,1531,Michigan State
13,School Totals,200,23,55,.418,19,40,.475,4,15,.267,10,15,.667,9,26,35,15,5,3,9,15,60,False,1532,Michigan State
16,School Totals,200,22,62,.355,16,41,.390,6,21,.286,8,16,.500,10,24,34,18,3,2,7,19,58,False,1533,Michigan State
13,School Totals,200,23,52,.442,16,36,.444,7,16,.438,12,18,.667,11,24,35,12,2,2,16,25,65,False,1534,Michigan State
12,School Totals,200,29,59,.492,22,42,.524,7,17,.412,13,15,.867,11,20,31,12,4,4,14,20,78,False,389,Michigan State
12,School Totals,200,32,59,.542,28,51,.549,4,8,.500,13,20,.650,8,26,34,18,7,9,8,24,81,False,1535,Michigan State
12,School Totals,200,24,50,.480,20,35,.571,4,15,.267,19,25,.760,6,24,30,19,4,5,15,21,71,False,1536,Michigan State
12,School Totals,200,19,57,.333,11,29,.379,8,28,.286,9,15,.600,13,20,33,13,2,3,8,19,55,False,777,Michigan State
12,School Totals,200,20,53,.377,16,36,.444,4,17,.235,20,30,.667,13,30,43,11,5,10,9,21,64,False,392,Michigan State
15,School Totals,200,20,55,.364,20,46,.435,0,9,.000,10,14,.714,7,20,27,7,5,5,11,16,50,False,1165,Michigan State
12,School Totals,200,24,54,.444,20,43,.465,4,11,.364,18,23,.783,8,28,36,12,5,2,8,18,70,False,1166,Michigan State
13,School Totals,200,22,53,.415,18,37,.486,4,16,.250,9,18,.500,8,28,36,10,7,3,18,23,57,False,780,Michigan State
12,School Totals,225,29,61,.475,23,43,.535,6,18,.333,16,18,.889,10,21,31,16,2,6,11,19,80,False,1537,Michigan State
13,School Totals,200,39,73,.534,25,40,.625,14,33,.424,8,12,.667,12,31,43,29,8,6,6,19,100,False,1538,Ohio State
14,School Totals,200,30,66,.455,26,49,.531,4,17,.235,8,12,.667,8,27,35,13,11,4,9,14,72,False,1539,Ohio State
9,School Totals,200,26,60,.433,20,39,.513,6,21,.286,15,22,.682,13,19,32,10,8,3,16,22,73,False,1540,Ohio State
10,School Totals,201,25,50,.500,19,35,.543,6,15,.400,20,30,.667,4,26,30,15,6,11,10,15,76,False,1541,Ohio State
11,School Totals,200,33,57,.579,22,35,.629,11,22,.500,7,17,.412,8,19,27,18,8,7,14,15,84,False,1542,Ohio State
13,School Totals,200,39,62,.629,26,31,.839,13,31,.419,19,22,.864,14,30,44,22,12,11,10,16,110,False,1543,Ohio State
8,School Totals,200,25,58,.431,13,30,.433,12,28,.429,15,26,.577,10,22,32,14,9,4,12,14,77,False,1544,Ohio State
13,School Totals,200,38,60,.633,22,31,.710,16,29,.552,19,28,.679,8,24,32,27,9,2,10,14,111,False,1545,Ohio State
8,School Totals,200,25,51,.490,20,34,.588,5,17,.294,11,18,.611,5,22,27,12,4,8,10,19,66,False,1546,Ohio State
13,School Totals,200,29,54,.537,20,33,.606,9,21,.429,11,19,.579,8,27,35,16,8,4,11,13,78,False,1547,Ohio State
8,School Totals,200,22,37,.595,16,20,.800,6,17,.353,10,14,.714,5,11,16,14,6,4,13,10,60,False,1548,Ohio State
8,School Totals,200,21,44,.477,14,30,.467,7,14,.500,23,31,.742,6,22,28,14,6,7,15,13,72,False,1549,Ohio State
10,School Totals,200,14,43,.326,10,30,.333,4,13,.308,11,19,.579,2,21,23,5,8,4,11,16,43,False,1550,Ohio State
8,School Totals,200,24,65,.369,14,33,.424,10,32,.313,6,8,.750,17,19,36,13,5,2,13,17,64,False,795,Ohio State
14,School Totals,200,24,52,.462,16,33,.485,8,19,.421,23,32,.719,6,25,31,16,8,0,15,20,79,False,13,Ohio State
9,School Totals,200,25,55,.455,20,37,.541,5,18,.278,7,13,.538,9,16,25,13,12,3,17,20,62,False,1551,Ohio State
9,School Totals,200,25,49,.510,20,38,.526,5,11,.455,15,18,.833,8,23,31,10,9,2,16,12,70,False,1552,Ohio State
10,School Totals,200,24,46,.522,21,40,.525,3,6,.500,9,12,.750,5,19,24,10,5,2,11,16,60,False,1553,Ohio State
14,School Totals,200,27,52,.519,20,28,.714,7,24,.292,15,20,.750,9,23,32,19,6,1,10,14,76,False,1554,Ohio State
8,School Totals,200,24,49,.490,18,35,.514,6,14,.429,11,16,.688,3,20,23,11,6,5,10,18,65,False,1555,Ohio State
9,School Totals,200,24,57,.421,20,41,.488,4,16,.250,13,20,.650,13,25,38,12,3,5,5,13,65,False,1556,Ohio State
11,School Totals,200,34,54,.630,25,34,.735,9,20,.450,8,11,.727,4,22,26,22,10,3,12,12,85,False,1557,Ohio State
8,School Totals,200,25,50,.500,18,30,.600,7,20,.350,18,24,.750,7,21,28,12,6,2,6,16,75,False,1558,Ohio State
7,School Totals,200,22,49,.449,20,36,.556,2,13,.154,22,27,.815,12,17,29,8,8,4,7,14,68,False,1559,Ohio State
